Altium Designer Pick and Place Locations
C:\Users\roger\AppData\Local\TempReleases\Snapshot\1\Assembly\Pick Place\Pick Place for Coaxial 63100.csv

========================================================================================================================
File Design Information:

Date:       04-09-26
Time:       07:26
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation"
"C50V","TDK CGA3E3X7S1A225K080AE","TopLayer","TDK_CGA3E3X7S1A225K080AE-Footprint-1","108.1739","36.7082","180"
"C50U","TDK CGA3E3X7S1A225K080AE","TopLayer","TDK_CGA3E3X7S1A225K080AE-Footprint-1","94.8944","40.6146","180"
"C20W","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","136.8806","97.4090","180"
"C20V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","111.1496","98.7552","180"
"C20U","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","84.8106","96.8248","90"
"C19W","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","136.4742","87.8586","180"
"C19V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","108.5088","89.2556","180"
"C19U","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","82.2960","87.9094","180"
"C17W","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","141.3755","98.0621","90"
"C17V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","108.3810","98.7552","180"
"C17U","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","77.6224","97.4598","180"
"R48","Vishay Dale CRCW060318K0FKEA","TopLayer","Vishay_Dale_CRCW060318K0FKEA-Footprint-1","114.7826","67.0814","90"
"C10","Kemet C0603C153J3GACTU","TopLayer","Kemet_C0603C153J3GACTU-Footprint-1","80.6704","38.4048","90"
"C73","Yageo Group CC0603JRNPO0BN331","TopLayer","Yageo_Group_CC0603JRNPO0BN331-Footprint-1","80.1878","63.0683","0"
"R102","Panasonic EXB-18V103JX","TopLayer","Panasonic_EXB-18V103JX-Footprint-1","109.5900","63.8900","90"
"R101","Panasonic EXB-18V103JX","TopLayer","Panasonic_EXB-18V103JX-Footprint-1","98.1456","62.0522","90"
"R100","Panasonic ERA-3AEB103V","TopLayer","Panasonic_ERA-3AEB103V-Footprint-1","99.6188","78.4608","0"
"NTC1","Murata NCU18XH103D60RB","TopLayer","Murata_NCU18XH103D60RB-Footprint-2","99.6188","79.8322","0"
"U11","onsemi NL7SZ97DFT2G","TopLayer","onsemi_NL7SZ97DFT2G-Footprint-1","115.0620","71.1454","270"
"R98","Vishay Dale CRCW060318K0FKEA","TopLayer","Vishay_Dale_CRCW060318K0FKEA-Footprint-1","116.7384","80.4164","180"
"RTS4","Littelfuse 1210L075/24PR","TopLayer","Littelfuse_1210L075_24PR-Footprint-1","73.9647","73.4821","180"
"U4","Texas Instruments TPS3840PL30DBVR","TopLayer","Texas_Instruments_TPS3840PL30DBVR-Footprint-1","114.6810","54.9656","180"
"U1","Diotec LDI8119-3.3EN","TopLayer","Diotec_LDI8119-3.3EN-Footprint-1","78.2754","78.2771","270"
"RTS3","Littelfuse 1210L020/72WR","TopLayer","Littelfuse_1210L020_72WR-Footprint-1","73.9648","76.5810","180"
"RTS2","Littelfuse 1210L020/72WR","TopLayer","Littelfuse_1210L020_72WR-Footprint-1","73.9648","79.6798","0"
"R97","YAGEO RC0603FR-07100KL","TopLayer","YAGEO_RC0603FR-07100KL-Footprint-1","115.9509","73.9903","90"
"R96","Vishay Dale CRCW060333K0FKEA","TopLayer","Vishay_Dale_CRCW060333K0FKEA-Footprint-1","111.9886","57.1246","0"
"R95","Yageo Group RT0603BRB0727RL","TopLayer","Yageo_Group_RT0603BRB0727RL-Footprint-1","116.1796","62.0776","270"
"R94","Vishay CRCW0603100RFKEAC","TopLayer","Vishay_CRCW0603100RFKEAC-Footprint-1","113.9859","75.7179","270"
"R93","Panasonic ERJ-PA3F1502V","TopLayer","Panasonic_ERJ-PA3F1502V-Footprint-1","113.9786","73.5839","270"
"R92","ROHM ESR10EZPF3R90","TopLayer","ROHM_ESR10EZPF3R90-Footprint-1","113.3855","79.7053","90"
"D16","STMicroelectronics ESDA6V1BC6","TopLayer","STMicroelectronics_ESDA6V1BC6-Footprint-1","78.2880","75.0570","90"
"C107","Samsung CL10B104KB8NNNC","TopLayer","Samsung_CL10B104KB8NNNC-Footprint-1","116.8145","70.4596","90"
"C106","Murata GCJ188R71E103KA01D","TopLayer","Murata_GCJ188R71E103KA01D-Footprint-1","116.7638","79.1464","180"
"C105","Murata GCM1885C2A221JA16D","TopLayer","Murata_GCM1885C2A221JA16D-Footprint-1","116.8399","55.5245","90"
"Q10","Toshiba SSM6N815R,LF","TopLayer","Toshiba_SSM6N815R,LF-Footprint-1","116.2050","76.7334","180"
"D15","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","114.7826","58.3691","270"
"D14","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","116.1542","60.1725","270"
"D10","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","116.1288","58.4455","90"
"D8U","Toshiba DF2S5M5CT,L3F","TopLayer","Toshiba_DF2S5M5CT,L3F-Footprint-1","92.4560","52.2225","90"
"D8V","Toshiba DF2S5M5CT,L3F","TopLayer","Toshiba_DF2S5M5CT,L3F-Footprint-1","105.7402","48.3109","90"
"D8W","Toshiba DF2S5M5CT,L3F","TopLayer","Toshiba_DF2S5M5CT,L3F-Footprint-1","119.0244","49.1237","90"
"R17W","Panasonic ERJPA3F1002V","TopLayer","Panasonic_ERJPA3F1002V-Footprint-1","117.5004","29.4894","0"
"R17V","Panasonic ERJPA3F1002V","TopLayer","Panasonic_ERJPA3F1002V-Footprint-1","104.1654","28.4988","0"
"R17U","Panasonic ERJPA3F1002V","TopLayer","Panasonic_ERJPA3F1002V-Footprint-1","90.8812","32.4866","0"
"C104W","TDK CGA3EAC0G2A682JT000E","TopLayer","TDK_CGA3EAC0G2A682JT000E-Footprint-1","117.5004","30.7342","0"
"C104V","TDK CGA3EAC0G2A682JT000E","TopLayer","TDK_CGA3EAC0G2A682JT000E-Footprint-1","104.1654","29.7690","0"
"C104U","TDK CGA3EAC0G2A682JT000E","TopLayer","TDK_CGA3EAC0G2A682JT000E-Footprint-1","90.8812","33.7568","0"
"R91","Panasonic ERJ-6DSFR10V","TopLayer","Panasonic_ERJ-6DSFR10V-Footprint-1","90.6018","95.1484","0"
"R90","Panasonic ERJ-6DSFR10V","TopLayer","Panasonic_ERJ-6DSFR10V-Footprint-1","118.1354","95.6310","0"
"R37","Panasonic ERJPA3F1002V","TopLayer","Panasonic_ERJPA3F1002V-Footprint-1","136.8552","52.2478","270"
"R89","Panasonic ERJ-3GEYJ105V","TopLayer","Panasonic_ERJ-3GEYJ105V-Footprint-1","136.0170","43.5610","90"
"C103","Murata GCM1885C2A151JA16D","TopLayer","Murata_GCM1885C2A151JA16D-Footprint-1","137.2870","43.5610","90"
"R88","YAGEO RC0603FR-07100KL","TopLayer","YAGEO_RC0603FR-07100KL-Footprint-1","127.3047","39.9035","90"
"R87","Panasonic ERJ-PA3J152V","TopLayer","Panasonic_ERJ-PA3J152V-Footprint-1","137.2108","41.2242","270"
"R86","Panasonic ERJ-PA3J102V","TopLayer","Panasonic_ERJ-PA3J102V-Footprint-1","128.5240","39.9034","90"
"R73","YAGEO RC0603FR-0739KL","TopLayer","YAGEO_RC0603FR-0739KL-Footprint-1","135.9920","41.2242","270"
"R72","KOA Speer RK73B1JTTD331J","TopLayer","KOA_Speer_RK73B1JTTD331J-Footprint-1","114.7826","64.5414","270"
"R55","Vishay CRCW0603220RFKEAC","TopLayer","Vishay_CRCW0603220RFKEAC-Footprint-1","132.2070","43.5610","90"
"R54","Panasonic ERJ-PB3B2201V","TopLayer","Panasonic_ERJ-PB3B2201V-Footprint-1","129.7432","39.9034","270"
"R53","Panasonic ERJ-PB3B2201V","TopLayer","Panasonic_ERJ-PB3B2201V-Footprint-1","139.9032","43.5610","90"
"D13","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","132.0292","41.6051","270"
"D12","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","132.9691","38.0746","0"
"D11","Toshiba CTS05S40,L3F","TopLayer","Toshiba_CTS05S40,L3F-Footprint-1","132.1816","39.9287","270"
"C102","Samsung CL10B104KB8NNNC","TopLayer","Samsung_CL10B104KB8NNNC-Footprint-1","111.9944","55.9054","0"
"C101","Samsung CL10B473KB8NNNC","TopLayer","Samsung_CL10B473KB8NNNC-Footprint-1","130.9880","38.1510","0"
"C100","Samsung Electro-Mechanics CL10B472KB8NFNC","TopLayer","Samsung_Electro-Mechanics_CL10B472KB8NFNC-Footprint-1","130.9622","39.9035","90"
"C99","TDK CGA3E2C0G2A122JT0Y0N","TopLayer","TDK_CGA3E2C0G2A122JT0Y0N-Footprint-1","126.0856","42.8498","270"
"C98","TDK CGA3E2C0G2A122JT0Y0N","TopLayer","TDK_CGA3E2C0G2A122JT0Y0N-Footprint-1","126.3650","37.0078","90"
"U16","Texas Instruments TLV3492AIDCNT","TopLayer","Texas_Instruments_TLV3492AIDCNT-Footprint-1","129.7940","42.9006","90"
"R52","Panasonic ERA-3AEB470V","TopLayer","Panasonic_ERA-3AEB470V-Footprint-1","126.3142","52.2732","0"
"RW4","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","142.7226","105.9180","270"
"RW3","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","141.4272","105.9180","270"
"RV4","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","99.1870","119.8626","90"
"RV3","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","97.9170","120.5230","90"
"RU4","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","70.1294","104.8258","270"
"RU3","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","71.4248","104.8258","270"
"C59W","Kemet C0603C153J3GACTU","TopLayer","Kemet_C0603C153J3GACTU-Footprint-1","121.5136","36.3220","0"
"C59V","Kemet C0603C153J3GACTU","TopLayer","Kemet_C0603C153J3GACTU-Footprint-1","108.1993","35.4636","0"
"C59U","Kemet C0603C153J3GACTU","TopLayer","Kemet_C0603C153J3GACTU-Footprint-1","94.8944","39.3700","0"
"R30W","YAGEO RC0603FR-072K2L","TopLayer","YAGEO_RC0603FR-072K2L-Footprint-1","117.4750","40.3810","270"
"R30V","YAGEO RC0603FR-072K2L","TopLayer","YAGEO_RC0603FR-072K2L-Footprint-1","104.1654","39.5732","270"
"R30U","YAGEO RC0603FR-072K2L","TopLayer","YAGEO_RC0603FR-072K2L-Footprint-1","90.8558","43.4848","270"
"RW13","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","113.6904","28.5242","180"
"RV13","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","107.2181","27.8829","0"
"RU13","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","93.8276","31.5214","0"
"CW3","Samsung Electro-Mechanics CL10B102KC8NNND","TopLayer","Samsung_Electro-Mechanics_CL10B102KC8NNND-Footprint-1","111.5561","28.5312","180"
"CV3","Samsung Electro-Mechanics CL10B102KC8NNND","TopLayer","Samsung_Electro-Mechanics_CL10B102KC8NNND-Footprint-1","109.3725","27.8894","0"
"CU3","Samsung Electro-Mechanics CL10B102KC8NNND","TopLayer","Samsung_Electro-Mechanics_CL10B102KC8NNND-Footprint-1","95.9867","31.5216","0"
"RW12","YAGEO RC0603FR-07100KL","TopLayer","YAGEO_RC0603FR-07100KL-Footprint-1","134.5945","107.8993","90"
"RV12","YAGEO RC0603FR-07100KL","TopLayer","YAGEO_RC0603FR-07100KL-Footprint-1","105.5623","108.5089","90"
"CW1","Murata GRM188D72A105KE01J","TopLayer","Murata_GRM188D72A105KE01J-Footprint-1","132.5626","106.8578","270"
"CW2","Murata GRM188D72A105KE01J","TopLayer","Murata_GRM188D72A105KE01J-Footprint-1","135.4074","112.7252","90"
"CV1","Murata GRM188D72A105KE01J","TopLayer","Murata_GRM188D72A105KE01J-Footprint-1","107.5436","107.4674","270"
"CV2","Murata GRM188D72A105KE01J","TopLayer","Murata_GRM188D72A105KE01J-Footprint-1","105.2830","111.4298","90"
"R81W","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","119.0751","40.3607","90"
"R81V","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","105.7659","39.5691","90"
"R81U","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","92.3543","43.4851","90"
"R80W","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","121.6655","47.4542","90"
"R80V","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","108.3055","46.6345","90"
"R80U","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","95.0504","50.5404","90"
"R79W","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","116.3320","47.7520","180"
"R79V","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","103.0224","46.9392","180"
"R79U","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","89.7890","50.8508","180"
"R78W","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","118.5672","47.7520","0"
"R78V","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","105.2830","46.9392","0"
"R78U","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","91.9988","50.8508","0"
"R77W","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","114.9095","34.5949","90"
"R77V","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","101.6007","33.7822","90"
"R77U","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","88.3919","37.7191","90"
"R74W","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","119.9954","34.5889","90"
"R74V","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","106.6897","33.7806","90"
"R74U","Panasonic ERA-3AEB331V","TopLayer","Panasonic_ERA-3AEB331V-Footprint-1","93.3957","37.7191","90"
"C18V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","108.3810","99.9744","180"
"R14V","Resion PTFR0805Q49K9N9","TopLayer","Resion_PTFR0805Q49K9N9-Footprint-1","105.0065","32.2424","90"
"R39V","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","102.5649","39.5691","90"
"R46V","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","101.3206","47.7012","90"
"R14U","Resion PTFR0805Q49K9N9","TopLayer","Resion_PTFR0805Q49K9N9-Footprint-1","91.7448","36.1696","90"
"R15U","Resion PTFR0805Q49K9N9","TopLayer","Resion_PTFR0805Q49K9N9-Footprint-1","90.0176","36.1696","90"
"R10W","Vishay CRCW06030000Z0EA","TopLayer","Vishay_CRCW06030000Z0EA-Footprint-1","122.5804","86.0044","90"
"R10V","Vishay CRCW06030000Z0EA","TopLayer","Vishay_CRCW06030000Z0EA-Footprint-1","94.7420","87.0966","90"
"R10U","Vishay CRCW06030000Z0EA","TopLayer","Vishay_CRCW06030000Z0EA-Footprint-1","65.9638","85.8012","90"
"R9W","KOA Speer SR731JTTDR470F","TopLayer","KOA_Speer_SR731JTTDR470F-Footprint-1","131.3434","87.4776","0"
"R9V","KOA Speer SR731JTTDR470F","TopLayer","KOA_Speer_SR731JTTDR470F-Footprint-1","103.5812","88.6460","0"
"R9U","KOA Speer SR731JTTDR470F","TopLayer","KOA_Speer_SR731JTTDR470F-Footprint-1","74.8030","87.3760","0"
"R8W","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","124.5870","90.1192","180"
"R8V","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","96.7232","91.3384","180"
"R8U","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","68.0466","89.9922","180"
"R7W","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","133.3500","88.7730","0"
"R7V","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","105.5116","89.9414","0"
"R7U","Vishay CRCW06034R99FKEAC","TopLayer","Vishay_CRCW06034R99FKEAC-Footprint-1","76.6572","88.7222","0"
"L7W","Murata LQW18CAR12J00D","TopLayer","Murata_LQW18CAR12J00D-Footprint-1","122.5804","88.1380","90"
"L7V","Murata LQW18CAR12J00D","TopLayer","Murata_LQW18CAR12J00D-Footprint-1","94.7420","89.2556","90"
"L7U","Murata LQW18CAR12J00D","TopLayer","Murata_LQW18CAR12J00D-Footprint-1","65.9638","87.9602","90"
"D21W","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","121.4628","86.0045","90"
"D21V","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","93.6244","87.0633","90"
"D21U","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","64.7192","85.8013","90"
"D20W","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","131.2927","86.2330","0"
"D20V","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","103.6067","87.4014","0"
"D20U","Toshiba CTS05S30,L3F","TopLayer","Toshiba_CTS05S30,L3F-Footprint-1","74.8031","86.1314","0"
"R46U","Panasonic ERA3AEB49R9V","TopLayer","Panasonic_ERA3AEB49R9V-Footprint-1","88.0364","51.6128","90"
"R39U","Resion PTFR0603Q499RN9","TopLayer","Resion_PTFR0603Q499RN9-Footprint-1","89.4333","43.4851","90"
"C69W","Murata GRM21BD72A225ME01K","TopLayer","Murata_GRM21BD72A225ME01K-Footprint-1","127.9397","83.5150","180"
"C69V","Murata GRM21BD72A225ME01K","TopLayer","Murata_GRM21BD72A225ME01K-Footprint-1","100.2029","84.6834","180"
"C69U","Murata GRM21BD72A225ME01K","TopLayer","Murata_GRM21BD72A225ME01K-Footprint-1","71.3993","83.4134","180"
"C68","Yageo Group CC1210JKNPOBBN102","TopLayer","Yageo_Group_CC1210JKNPOBBN102-Footprint-1","119.5833","62.2809","0"
"C6","Yageo Group CC1210JKNPOBBN102","TopLayer","Yageo_Group_CC1210JKNPOBBN102-Footprint-1","136.8551","70.7389","180"
"C67","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","142.8241","101.7523","180"
"C66","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","145.0847","88.5953","90"
"R5W","Vishay Dale CRCW06032R20FKEAHP","TopLayer","Vishay_Dale_CRCW06032R20FKEAHP-Footprint-1","125.3586","98.0440","0"
"C16W","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","139.6746","98.7044","0"
"C16V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","111.1496","99.9744","0"
"C16U","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","90.6272","91.2622","180"
"C15W","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","139.6746","97.4090","0"
"C15V","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","112.8011","99.3637","270"
"C15U","Murata GCJ188R72A104KA01D","TopLayer","Murata_GCJ188R72A104KA01D-Footprint-1","82.2960","89.1286","0"
"U7","Diotec LDI92-05EN","TopLayer","Diotec_LDI92-05EN-Footprint-1","78.3844","56.7919","90"
"C65","Samsung CL10A106MA8NRNC","TopLayer","Samsung_CL10A106MA8NRNC-Footprint-1","75.9968","56.4388","90"
"C64","Samsung CL10A106MA8NRNC","TopLayer","Samsung_CL10A106MA8NRNC-Footprint-1","80.9244","56.3118","90"
"C63","Samsung CL10A106MA8NRNC","TopLayer","Samsung_CL10A106MA8NRNC-Footprint-1","77.9018","80.4926","0"
"C62","Samsung CL10A106MA8NRNC","TopLayer","Samsung_CL10A106MA8NRNC-Footprint-1","80.5180","76.3270","270"
"FB4","Würth Elektronik 742792116","TopLayer","Würth_Elektronik_742792116-Footprint-1","62.7127","66.8275","0"
"FB3","Würth Elektronik 742792116","TopLayer","Würth_Elektronik_742792116-Footprint-1","72.4663","63.5253","270"
"FB2","Würth Elektronik 742792116","TopLayer","Würth_Elektronik_742792116-Footprint-1","60.5067","81.2801","0"
"FB1","Würth Elektronik 742792116","TopLayer","Würth_Elektronik_742792116-Footprint-1","71.0185","76.7841","270"
"C61","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","114.9605","99.5171","270"
"C60","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","87.0713","97.9677","270"
"C52","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","81.6103","84.9377","0"
"C17","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","91.5163","84.9375","270"
"-","Amphenol Anytek AMT0440005TH0000G","TopLayer","Amphenol_Anytek_AMT0440005TH0000G-Footprint-1","145.2762","66.3460","0"
"RTS1","Schurter 3-134-804","TopLayer","Schurter_3-134-804-Footprint-1","137.0330","76.9366","90"
"D8","STMicroelectronics SM15T75CAY","TopLayer","STMicroelectronics_SM15T75CAY-Footprint-1","120.6754","56.5404","270"
"V1","Bourns ZV50K1210251NIR1HT","TopLayer","Bourns_ZV50K1210251NIR1HT-Footprint-1","136.8806","67.6656","0"
"SA1","Yageo Group 4532-075-LF","TopLayer","Yageo_Group_4532-075-LF-Footprint-1","137.0076","63.5508","90"
"R32","Panasonic ERA-3AEB153V","TopLayer","Panasonic_ERA-3AEB153V-Footprint-1","65.5830","82.5246","270"
"R31","Panasonic ERA-3AEB224V","TopLayer","Panasonic_ERA-3AEB224V-Footprint-1","64.3382","82.5246","270"
"R29","Panasonic ERA-3AEB473V","TopLayer","Panasonic_ERA-3AEB473V-Footprint-1","65.7098","69.0372","90"
"R28","YAGEO RC0603FR-07100KL","TopLayer","YAGEO_RC0603FR-07100KL-Footprint-1","66.8529","82.5245","270"
"R27","Vishay CRCW060382K0FKEAC","TopLayer","Vishay_CRCW060382K0FKEAC-Footprint-1","68.2244","69.0372","270"
"R26","Vishay CRCW06036K80FKEAC","TopLayer","Vishay_CRCW06036K80FKEAC-Footprint-1","69.3928","82.5246","270"
"R25","Vishay CRCW06036K80FKEAC","TopLayer","Vishay_CRCW06036K80FKEAC-Footprint-1","70.7644","69.0372","270"
"R23","Panasonic ERA-3AEB104V","TopLayer","Panasonic_ERA-3AEB104V-Footprint-1","72.3393","66.9799","0"
"C57","Samsung Electro-Mechanics CL10B105KA8NNNC","TopLayer","Samsung_Electro-Mechanics_CL10B105KA8NNNC-Footprint-1","68.1228","82.5246","270"
"C56","Samsung Electro-Mechanics CL10B105KA8NNNC","TopLayer","Samsung_Electro-Mechanics_CL10B105KA8NNNC-Footprint-1","69.4944","69.0372","270"
"R18","Panasonic ERJ-PA3J102V","TopLayer","Panasonic_ERJ-PA3J102V-Footprint-1","129.4892","69.0372","0"
"D9","Diodes Inc. BAS521Q-13","TopLayer","Diodes_Inc._BAS521Q-13-Footprint-1","129.5400","70.3072","0"
"R21","Vishay CRCW06033K30FKEA","TopLayer","Vishay_CRCW06033K30FKEA-Footprint-1","126.7968","79.5782","0"
"R20","Vishay CRCW060382K0FKEAC","TopLayer","Vishay_CRCW060382K0FKEAC-Footprint-1","128.9558","79.3242","0"
"R19","Panasonic ERJ-3EKF8201V","TopLayer","Panasonic_ERJ-3EKF8201V-Footprint-1","128.9558","77.5208","180"
"Q5","onsemi MMBT5401WT1G","TopLayer","onsemi_MMBT5401WT1G-Footprint-1","126.8984","69.6722","0"
"C55","TDK CGA3EAC0G2A682JT000E","TopLayer","TDK_CGA3EAC0G2A682JT000E-Footprint-1","126.9494","71.9836","270"
"C54","Yageo Group CC0603KRX7R9BB124","TopLayer","Yageo_Group_CC0603KRX7R9BB124-Footprint-1","126.9492","74.2188","90"
"R16","Panasonic ERJ-3GEYJ105V","TopLayer","Panasonic_ERJ-3GEYJ105V-Footprint-1","132.9436","70.1294","180"
"D7","Diodes Inc. BAS521Q-13","TopLayer","Diodes_Inc._BAS521Q-13-Footprint-1","132.8674","76.7842","270"
"D6","Diodes Inc. BAS521Q-13","TopLayer","Diodes_Inc._BAS521Q-13-Footprint-1","126.3142","78.3336","0"
"U12","Texas Instruments LM5069MMX-1/NOPB","TopLayer","Texas_Instruments_LM5069MMX-1_NOPB-Footprint-1","129.2097","73.9139","180"
"C53","Yageo Group C0603C222J2GACTU","TopLayer","Yageo_Group_C0603C222J2GACTU-Footprint-1","131.6482","72.6440","90"
"R12","Vishay CRCW060349K9FKEAHP","TopLayer","Vishay_CRCW060349K9FKEAHP-Footprint-1","80.7974","80.0354","180"
"R11","Panasonic ERJ-PB3B2201V","TopLayer","Panasonic_ERJ-PB3B2201V-Footprint-1","80.8061","78.6717","180"
"U9","Monolithic Power Systems MP4541GN-Z","TopLayer","Monolithic_Power_Systems_MP4541GN-Z-Footprint-1","67.4879","78.1307","180"
"U8","Monolithic Power Systems MP4541GN-Z","TopLayer","Monolithic_Power_Systems_MP4541GN-Z-Footprint-1","68.8576","64.6084","180"
"L13","Bourns SRN5040-330M","TopLayer","Bourns_SRN5040-330M-Footprint-1","60.4774","71.4502","180"
"L12","Bourns SRN5040-330M","TopLayer","Bourns_SRN5040-330M-Footprint-1","64.8716","57.0992","180"
"C49","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","61.3409","78.7653","180"
"C48","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","61.3409","75.7173","180"
"C47","Samsung Electro-Mechanics CL10B104KC8NNNC","TopLayer","Samsung_Electro-Mechanics_CL10B104KC8NNNC-Footprint-1","66.2178","74.2696","0"
"C46","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","69.2467","72.0148","0"
"C45","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","62.7604","61.2394","180"
